x,y,height,momentum_x,momentum_y,bathymetry
0.5,0.5,4.211166,4.638159,0,0
1.5,0.5,4.202292,4.6853213,0,0
2.5,0.5,4.1937175,4.7307124,0,0
3.5,0.5,4.185462,4.774264,0,0
4.5,0.5,4.1775413,4.8158984,0,0
5.5,0.5,4.169975,4.8555408,0,0
6.5,0.5,4.162779,4.893114,0,0
7.5,0.5,4.1559715,4.928545,0,0
8.5,0.5,4.1495676,4.961775,0,0
9.5,0.5,4.14358,4.992765,0,0
10.5,0.5,4.1380167,5.0214825,0,0
11.5,0.5,4.132883,5.0479164,0,0
12.5,0.5,4.1281786,5.0720806,0,0
13.5,0.5,4.1239014,5.0940037,0,0
14.5,0.5,4.1200423,5.1137433,0,0
15.5,0.5,4.11659,5.1313663,0,0
16.5,0.5,4.113528,5.1469693,0,0
17.5,0.5,4.110836,5.1606636,0,0
18.5,0.5,4.1084905,5.1725783,0,0
19.5,0.5,4.1064653,5.182846,0,0
20.5,0.5,4.1047335,5.1916056,0,0
21.5,0.5,4.103269,5.1990037,0,0
22.5,0.5,4.1020417,5.2051873,0,0
23.5,0.5,4.101025,5.2103004,0,0
24.5,0.5,4.100192,5.2144804,0,0
25.5,0.5,4.0995164,5.2178526,0,0
26.5,0.5,4.0989757,5.220535,0,0
27.5,0.5,4.0985484,5.2226386,0,0
28.5,0.5,4.098216,5.2242637,0,0
29.5,0.5,4.097961,5.225495,0,0
30.5,0.5,4.0977664,5.2264056,0,0
31.5,0.5,4.0976233,5.2270565,0,0
32.5,0.5,4.09752,5.2275043,0,0
33.5,0.5,4.0974474,5.2277966,0,0
34.5,0.5,4.097398,5.227968,0,0
35.5,0.5,4.0973654,5.228046,0,0
36.5,0.5,4.097346,5.2280536,0,0
37.5,0.5,4.097336,5.228009,0,0
38.5,0.5,4.0973334,5.22793,0,0
39.5,0.5,4.0973344,5.2278256,0,0
40.5,0.5,4.0973377,5.2276993,0,0
41.5,0.5,4.0973444,5.2275586,0,0
42.5,0.5,4.0973516,5.227412,0,0
43.5,0.5,4.097358,5.227259,0,0
44.5,0.5,4.097365,5.2270966,0,0
45.5,0.5,4.0973725,5.226932,0,0
46.5,0.5,4.0973797,5.22677,0,0
47.5,0.5,4.0973864,5.2266073,0,0
48.5,0.5,4.0973935,5.226444,0,0
49.5,0.5,4.0974007,5.226281,0,0
50.5,0.5,4.0974073,5.2261176,0,0
51.5,0.5,4.0974145,5.2259536,0,0
52.5,0.5,4.0974197,5.2257843,0,0
53.5,0.5,4.097426,5.2256145,0,0
54.5,0.5,4.097432,5.2254515,0,0
55.5,0.5,4.0974364,5.2252913,0,0
56.5,0.5,4.0974407,5.225134,0,0
57.5,0.5,4.0974455,5.224978,0,0
58.5,0.5,4.0974503,5.224822,0,0
59.5,0.5,4.097454,5.22467,0,0
60.5,0.5,4.0974565,5.2245216,0,0
61.5,0.5,4.097459,5.2243752,0,0
62.5,0.5,4.097461,5.224232,0,0
63.5,0.5,4.0974636,5.2240953,0,0
64.5,0.5,4.097465,5.2239685,0,0
65.5,0.5,4.0974655,5.2238474,0,0
66.5,0.5,4.0974655,5.223732,0,0
67.5,0.5,4.097465,5.223619,0,0
68.5,0.5,4.0974636,5.2235146,0,0
69.5,0.5,4.097462,5.2234197,0,0
70.5,0.5,4.0974603,5.22333,0,0
71.5,0.5,4.097458,5.2232447,0,0
72.5,0.5,4.0974574,5.2231593,0,0
73.5,0.5,4.097458,5.2230754,0,0
74.5,0.5,4.097462,5.2229795,0,0
75.5,0.5,4.0974746,5.2228527,0,0
76.5,0.5,4.0975013,5.2226505,0,0
77.5,0.5,4.09756,5.222297,0,0
78.5,0.5,4.09768,5.221642,0,0
79.5,0.5,4.0979195,5.2203784,0,0
80.5,0.5,4.098391,5.217939,0,0
81.5,0.5,4.0993047,5.2132554,0,0
82.5,0.5,4.1010437,5.204356,0,0
83.5,0.5,4.104295,5.187697,0,0
84.5,0.5,4.110253,5.1570716,0,0
85.5,0.5,4.1209073,5.1019573,0,0
86.5,0.5,4.1394024,5.005243,0,0
87.5,0.5,4.1703534,4.840615,0,0
88.5,0.5,4.219825,4.570784,0,0
89.5,0.5,4.294473,4.149472,0,0
90.5,0.5,4.3992567,3.5328953,0,0
91.5,0.5,4.533331,2.7080793,0,0
92.5,0.5,4.684432,1.7400879,0,0
93.5,0.5,4.8242536,0.8149215,0,0
94.5,0.5,4.915794,0.19472179,0,0
95.5,0.5,4.946147,-0.011477381,0,0
96.5,0.5,4.9463425,-0.0084881475,0,0
97.5,0.5,4.9466457,-0.0062231356,0,0
98.5,0.5,4.9469204,-0.0037262859,0,0
99.5,0.5,-1.4831655,40.728165,0,0
0.5,1.5,4.201207,4.691075,0,0
1.5,1.5,4.192061,4.7394733,0,0
2.5,1.5,4.183211,4.786117,0,0
3.5,1.5,4.174673,4.830948,0,0
4.5,1.5,4.166464,4.873893,0,0
5.5,1.5,4.1586013,4.9148808,0,0
6.5,1.5,4.1511025,4.9538364,0,0
7.5,1.5,4.143986,4.990685,0,0
8.5,1.5,4.137267,5.0253654,0,0
9.5,1.5,4.1309595,5.05783,0,0
10.5,1.5,4.1250744,5.088034,0,0
11.5,1.5,4.1196184,5.1159606,0,0
12.5,1.5,4.1145954,5.141607,0,0
13.5,1.5,4.110005,5.164992,0,0
14.5,1.5,4.105841,5.186156,0,0
15.5,1.5,4.1020956,5.205154,0,0
16.5,1.5,4.0987544,5.22207,0,0
17.5,1.5,4.095799,5.2370048,0,0
18.5,1.5,4.093208,5.2500772,0,0
19.5,1.5,4.0909567,5.261413,0,0
20.5,1.5,4.0890193,5.271148,0,0
21.5,1.5,4.0873694,5.2794237,0,0
22.5,1.5,4.0859785,5.286391,0,0
23.5,1.5,4.0848174,5.2921934,0,0
24.5,1.5,4.0838585,5.2969723,0,0
25.5,1.5,4.0830755,5.300858,0,0
26.5,1.5,4.082444,5.3039765,0,0
27.5,1.5,4.0819407,5.3064466,0,0
28.5,1.5,4.0815454,5.308375,0,0
29.5,1.5,4.081239,5.309852,0,0
30.5,1.5,4.0810046,5.310959,0,0
31.5,1.5,4.080829,5.311767,0,0
32.5,1.5,4.0807004,5.312339,0,0
33.5,1.5,4.080608,5.312726,0,0
34.5,1.5,4.0805435,5.3129683,0,0
35.5,1.5,4.0805006,5.3131,0,0
36.5,1.5,4.0804734,5.313146,0,0
37.5,1.5,4.080458,5.313131,0,0
38.5,1.5,4.0804515,5.3130717,0,0
39.5,1.5,4.08045,5.312979,0,0
40.5,1.5,4.0804515,5.3128614,0,0
41.5,1.5,4.0804567,5.3127275,0,0
42.5,1.5,4.0804634,5.312585,0,0
43.5,1.5,4.08047,5.3124323,0,0
44.5,1.5,4.0804768,5.312271,0,0
45.5,1.5,4.0804844,5.3121076,0,0
46.5,1.5,4.080492,5.311945,0,0
47.5,1.5,4.080499,5.3117824,0,0
48.5,1.5,4.080506,5.311619,0,0
49.5,1.5,4.080513,5.3114567,0,0
50.5,1.5,4.08052,5.311293,0,0
51.5,1.5,4.080527,5.311127,0,0
52.5,1.5,4.0805335,5.310959,0,0
53.5,1.5,4.0805397,5.310789,0,0
54.5,1.5,4.0805454,5.310626,0,0
55.5,1.5,4.0805507,5.310465,0,0
56.5,1.5,4.0805554,5.3103075,0,0
57.5,1.5,4.08056,5.3101516,0,0
58.5,1.5,4.0805645,5.3099957,0,0
59.5,1.5,4.080569,5.3098426,0,0
60.5,1.5,4.0805717,5.309694,0,0
61.5,1.5,4.080574,5.309548,0,0
62.5,1.5,4.080576,5.309404,0,0
63.5,1.5,4.080579,5.309267,0,0
64.5,1.5,4.0805807,5.3091397,0,0
65.5,1.5,4.0805817,5.3090177,0,0
66.5,1.5,4.080581,5.308901,0,0
67.5,1.5,4.080581,5.308787,0,0
68.5,1.5,4.0805798,5.3086834,0,0
69.5,1.5,4.0805783,5.308589,0,0
70.5,1.5,4.0805764,5.3085003,0,0
71.5,1.5,4.0805736,5.3084183,0,0
72.5,1.5,4.0805717,5.3083396,0,0
73.5,1.5,4.0805697,5.308268,0,0
74.5,1.5,4.080569,5.3082013,0,0
75.5,1.5,4.0805693,5.308135,0,0
76.5,1.5,4.080572,5.308055,0,0
77.5,1.5,4.080583,5.307946,0,0
78.5,1.5,4.0806084,5.3077717,0,0
79.5,1.5,4.080664,5.3074417,0,0
80.5,1.5,4.0807843,5.3067946,0,0
81.5,1.5,4.0810337,5.305493,0,0
82.5,1.5,4.0815454,5.302859,0,0
83.5,1.5,4.0825753,5.297564,0,0
84.5,1.5,4.0846224,5.287037,0,0
85.5,1.5,4.088617,5.2663913,0,0
86.5,1.5,4.0962563,5.226583,0,0
87.5,1.5,4.110499,5.1514196,0,0
88.5,1.5,4.1362147,5.0132236,0,0
89.5,1.5,4.180776,4.767865,0,0
90.5,1.5,4.2539515,4.3524575,0,0
91.5,1.5,4.3658485,3.6942325,0,0
92.5,1.5,4.5209236,2.747026,0,0
93.5,1.5,4.705578,1.577315,0,0
94.5,1.5,4.8699045,0.49805266,0,0
95.5,1.5,4.9456277,-0.012436891,0,0
96.5,1.5,4.945898,-0.0072229076,0,0
97.5,1.5,4.946229,-0.0040530865,0,0
98.5,1.5,4.9467673,-0.0029537757,0,0
99.5,1.5,4.9481106,-0.0012134669,0,0
0.5,2.5,4.191549,4.742175,0,0
1.5,2.5,4.1821203,4.791854,0,0
2.5,2.5,4.172987,4.8397856,0,0
3.5,2.5,4.164161,4.88592,0,0
4.5,2.5,4.1556582,4.930194,0,0
5.5,2.5,4.1474957,4.9725385,0,0
6.5,2.5,4.1396904,5.012884,0,0
7.5,2.5,4.132261,5.051158,0,0
8.5,2.5,4.1252227,5.087293,0,0
9.5,2.5,4.1185913,5.121237,0,0
10.5,2.5,4.112379,5.1529408,0,0
11.5,2.5,4.1065955,5.1823726,0,0
12.5,2.5,4.1012464,5.2095222,0,0
13.5,2.5,4.0963335,5.2343984,0,0
14.5,2.5,4.0918546,5.257022,0,0
15.5,2.5,4.087803,5.2774386,0,0
16.5,2.5,4.084169,5.2957177,0,0
17.5,2.5,4.080936,5.311948,0,0
18.5,2.5,4.0780845,5.3262362,0,0
19.5,2.5,4.0755916,5.338706,0,0
20.5,2.5,4.073432,5.349483,0,0
21.5,2.5,4.071582,5.3587036,0,0
22.5,2.5,4.0700097,5.3665214,0,0
23.5,2.5,4.0686893,5.3730774,0,0
24.5,2.5,4.0675917,5.3785143,0,0
25.5,2.5,4.066688,5.3829713,0,0
26.5,2.5,4.0659533,5.3865805,0,0
27.5,2.5,4.065364,5.389464,0,0
28.5,2.5,4.0648956,5.3917356,0,0
29.5,2.5,4.064531,5.3934956,0,0
30.5,2.5,4.0642486,5.3948307,0,0
31.5,2.5,4.064035,5.3958225,0,0
32.5,2.5,4.0638757,5.396539,0,0
33.5,2.5,4.0637603,5.3970375,0,0
34.5,2.5,4.0636783,5.3973665,0,0
35.5,2.5,4.063622,5.397563,0,0
36.5,2.5,4.0635853,5.3976583,0,0
37.5,2.5,4.063563,5.3976774,0,0
38.5,2.5,4.063551,5.397643,0,0
39.5,2.5,4.063546,5.3975663,0,0
40.5,2.5,4.063546,5.397458,0,0
41.5,2.5,4.0635495,5.3973336,0,0
42.5,2.5,4.063555,5.3971963,0,0
43.5,2.5,4.063562,5.3970466,0,0
44.5,2.5,4.063568,5.3968873,0,0
45.5,2.5,4.0635757,5.3967237,0,0
46.5,2.5,4.0635834,5.3965607,0,0
47.5,2.5,4.0635905,5.396398,0,0
48.5,2.5,4.0635977,5.3962355,0,0
49.5,2.5,4.063605,5.396072,0,0
50.5,2.5,4.063612,5.3959084,0,0
51.5,2.5,4.063619,5.395742,0,0
52.5,2.5,4.063626,5.3955736,0,0
53.5,2.5,4.0636325,5.3954053,0,0
54.5,2.5,4.063638,5.395242,0,0
55.5,2.5,4.0636435,5.3950806,0,0
