x,y,height,momentum_x,momentum_y,bathymetry
0.5,0.5,3.6244676,7.3546214,0,0
1.5,0.5,3.6181884,7.379267,0,0
2.5,0.5,3.6123295,7.4021735,0,0
3.5,0.5,3.6068916,7.423357,0,0
4.5,0.5,3.6018717,7.4428473,0,0
5.5,0.5,3.5972636,7.4606824,0,0
6.5,0.5,3.5930583,7.476909,0,0
7.5,0.5,3.5892441,7.491587,0,0
8.5,0.5,3.5858078,7.504777,0,0
9.5,0.5,3.5827322,7.516555,0,0
10.5,0.5,3.579998,7.5269995,0,0
11.5,0.5,3.5775857,7.5361958,0,0
12.5,0.5,3.5754735,7.544232,0,0
13.5,0.5,3.573639,7.5512,0,0
14.5,0.5,3.5720572,7.557194,0,0
15.5,0.5,3.5707061,7.5623035,0,0
16.5,0.5,3.5695624,7.5666213,0,0
17.5,0.5,3.5686023,7.5702353,0,0
18.5,0.5,3.5678046,7.5732303,0,0
19.5,0.5,3.567148,7.575686,0,0
20.5,0.5,3.5666137,7.577677,0,0
21.5,0.5,3.5661836,7.5792713,0,0
22.5,0.5,3.5658414,7.58053,0,0
23.5,0.5,3.5655732,7.581508,0,0
24.5,0.5,3.5653648,7.582257,0,0
25.5,0.5,3.5652058,7.5828176,0,0
26.5,0.5,3.5650864,7.583227,0,0
27.5,0.5,3.5649984,7.5835166,0,0
28.5,0.5,3.5649352,7.583714,0,0
29.5,0.5,3.5648913,7.5838385,0,0
30.5,0.5,3.5648615,7.583909,0,0
31.5,0.5,3.5648422,7.5839386,0,0
32.5,0.5,3.5648305,7.5839386,0,0
33.5,0.5,3.5648243,7.583916,0,0
34.5,0.5,3.5648224,7.583876,0,0
35.5,0.5,3.5648234,7.583827,0,0
36.5,0.5,3.5648253,7.583772,0,0
37.5,0.5,3.564828,7.5837135,0,0
38.5,0.5,3.564831,7.583654,0,0
39.5,0.5,3.564834,7.5835934,0,0
40.5,0.5,3.5648375,7.583533,0,0
41.5,0.5,3.5648403,7.5834737,0,0
42.5,0.5,3.564842,7.583416,0,0
43.5,0.5,3.564844,7.5833607,0,0
44.5,0.5,3.5648444,7.583309,0,0
45.5,0.5,3.5648446,7.5832596,0,0
46.5,0.5,3.5648441,7.583212,0,0
47.5,0.5,3.5648434,7.5831666,0,0
48.5,0.5,3.5648417,7.583123,0,0
49.5,0.5,3.5648394,7.5830827,0,0
50.5,0.5,3.5648372,7.5830417,0,0
51.5,0.5,3.5648348,7.5830026,0,0
52.5,0.5,3.564832,7.5829654,0,0
53.5,0.5,3.5648282,7.582929,0,0
54.5,0.5,3.564824,7.582893,0,0
55.5,0.5,3.56482,7.582857,0,0
56.5,0.5,3.564816,7.582822,0,0
57.5,0.5,3.564812,7.5827866,0,0
58.5,0.5,3.5648077,7.5827513,0,0
59.5,0.5,3.5648036,7.5827155,0,0
60.5,0.5,3.5647995,7.58268,0,0
61.5,0.5,3.564795,7.582645,0,0
62.5,0.5,3.564791,7.5826106,0,0
63.5,0.5,3.5647867,7.5825753,0,0
64.5,0.5,3.5647824,7.5825415,0,0
65.5,0.5,3.564778,7.582507,0,0
66.5,0.5,3.5647738,7.5824714,0,0
67.5,0.5,3.5647697,7.582435,0,0
68.5,0.5,3.564766,7.5824003,0,0
69.5,0.5,3.5647626,7.5823655,0,0
70.5,0.5,3.5647595,7.5823255,0,0
71.5,0.5,3.564759,7.5822787,0,0
72.5,0.5,3.564761,7.5822196,0,0
73.5,0.5,3.5647697,7.5821342,0,0
74.5,0.5,3.5647924,7.581998,0,0
75.5,0.5,3.5648413,7.581763,0,0
