x,y,height,momentum_x,momentum_y,bathymetry
0.5,0.5,3.6721945,7.16444,0,0
1.5,0.5,3.6656733,7.190797,0,0
2.5,0.5,3.6595771,7.2153406,0,0
3.5,0.5,3.6539075,7.2380824,0,0
4.5,0.5,3.6486626,7.2590523,0,0
5.5,0.5,3.6438367,7.278285,0,0
6.5,0.5,3.6394224,7.2958255,0,0
7.5,0.5,3.6354082,7.31173,0,0
8.5,0.5,3.6317816,7.3260617,0,0
9.5,0.5,3.6285267,7.338895,0,0
10.5,0.5,3.625625,7.3503103,0,0
11.5,0.5,3.6230562,7.360393,0,0
12.5,0.5,3.6207998,7.3692327,0,0
13.5,0.5,3.618832,7.3769236,0,0
14.5,0.5,3.6171305,7.3835626,0,0
15.5,0.5,3.6156714,7.3892446,0,0
16.5,0.5,3.6144304,7.3940644,0,0
17.5,0.5,3.613385,7.398114,0,0
18.5,0.5,3.6125126,7.401486,0,0
19.5,0.5,3.6117916,7.4042625,0,0
20.5,0.5,3.6112018,7.406525,0,0
21.5,0.5,3.6107244,7.4083457,0,0
22.5,0.5,3.610343,7.4097905,0,0
23.5,0.5,3.6100419,7.4109225,0,0
24.5,0.5,3.609807,7.4117956,0,0
25.5,0.5,3.6096268,7.4124546,0,0
26.5,0.5,3.6094904,7.412941,0,0
27.5,0.5,3.6093895,7.4132895,0,0
28.5,0.5,3.6093159,7.4135284,0,0
29.5,0.5,3.6092644,7.4136825,0,0
30.5,0.5,3.6092293,7.4137716,0,0
31.5,0.5,3.6092064,7.4138117,0,0
32.5,0.5,3.6091928,7.413816,0,0
33.5,0.5,3.6091855,7.413794,0,0
34.5,0.5,3.6091826,7.413755,0,0
35.5,0.5,3.6091833,7.4137034,0,0
36.5,0.5,3.6091862,7.4136434,0,0
37.5,0.5,3.6091902,7.413578,0,0
38.5,0.5,3.6091952,7.4135118,0,0
39.5,0.5,3.6092002,7.413442,0,0
40.5,0.5,3.609205,7.4133735,0,0
41.5,0.5,3.6092093,7.4133053,0,0
42.5,0.5,3.609213,7.413239,0,0
43.5,0.5,3.6092165,7.4131765,0,0
44.5,0.5,3.609219,7.4131145,0,0
45.5,0.5,3.6092207,7.413056,0,0
46.5,0.5,3.609222,7.413,0,0
47.5,0.5,3.6092222,7.4129467,0,0
48.5,0.5,3.6092222,7.4128966,0,0
49.5,0.5,3.6092212,7.4128475,0,0
50.5,0.5,3.60922,7.412802,0,0
51.5,0.5,3.6092176,7.412759,0,0
52.5,0.5,3.6092153,7.412718,0,0
53.5,0.5,3.6092124,7.4126763,0,0
54.5,0.5,3.609209,7.4126377,0,0
55.5,0.5,3.609205,7.4126015,0,0
56.5,0.5,3.6092014,7.412565,0,0
57.5,0.5,3.6091976,7.412529,0,0
58.5,0.5,3.6091933,7.4124937,0,0
59.5,0.5,3.6091895,7.412459,0,0
60.5,0.5,3.6091852,7.4124236,0,0
61.5,0.5,3.6091812,7.412389,0,0
62.5,0.5,3.6091769,7.4123535,0,0
63.5,0.5,3.6091728,7.4123173,0,0
64.5,0.5,3.6091685,7.412283,0,0
65.5,0.5,3.6091645,7.41225,0,0
66.5,0.5,3.6091604,7.4122148,0,0
67.5,0.5,3.6091561,7.4121795,0,0
68.5,0.5,3.6091526,7.4121437,0,0
69.5,0.5,3.6091487,7.412107,0,0
70.5,0.5,3.609146,7.4120674,0,0
71.5,0.5,3.6091447,7.412024,0,0
72.5,0.5,3.6091468,7.411968,0,0
73.5,0.5,3.6091545,7.411888,0,0
74.5,0.5,3.6091743,7.411761,0,0
75.5,0.5,3.609218,7.4115424,0,0
76.5,0.5,3.6093075,7.411143,0,0
77.5,0.5,3.6094856,7.4103975,0,0
78.5,0.5,3.6098301,7.408997,0,0
79.5,0.5,3.6104884,7.4063625,0,0
80.5,0.5,3.6117272,7.401445,0,0
81.5,0.5,3.6140249,7.3923497,0,0
82.5,0.5,3.6182194,7.375733,0,0
83.5,0.5,3.6257381,7.345811,0,0
84.5,0.5,3.6389256,7.292833,0,0
85.5,0.5,3.6614459,7.2008696,0,0
86.5,0.5,3.698644,7.044929,0,0
87.5,0.5,3.7575846,6.7879653,0,0
88.5,0.5,3.846313,6.3795424,0,0
89.5,0.5,3.9719493,5.7601075,0,0
90.5,0.5,4.1375427,4.8774986,0,0
91.5,0.5,4.3379016,3.7234218,0,0
92.5,0.5,4.5542674,2.3913436,0,0
93.5,0.5,4.749228,1.1288612,0,0
94.5,0.5,4.8752,0.28277087,0,0
95.5,0.5,4.9167867,-0.0009146671,0,0
96.5,0.5,4.917172,-0.00027063827,0,0
97.5,0.5,4.917751,-0.00094790605,0,0
98.5,0.5,4.91831,-0.0014606998,0,0
99.5,0.5,-1.4807299,40.452152,0,0
0.5,1.5,3.665331,7.192179,0,0
1.5,1.5,3.6583955,7.2200913,0,0
2.5,1.5,3.6518857,7.246181,0,0
3.5,1.5,3.6458063,7.2704506,0,0
4.5,1.5,3.6401575,7.29292,0,0
5.5,1.5,3.634937,7.313614,0,0
6.5,1.5,3.6301396,7.33257,0,0
7.5,1.5,3.625756,7.3498363,0,0
8.5,1.5,3.6217768,7.365468,0,0
9.5,1.5,3.6181867,7.3795323,0,0
10.5,1.5,3.6149695,7.3921075,0,0
11.5,1.5,3.6121058,7.4032726,0,0
12.5,1.5,3.609577,7.4131136,0,0
13.5,1.5,3.6073592,7.4217234,0,0
14.5,1.5,3.6054304,7.429198,0,0
15.5,1.5,3.6037657,7.4356337,0,0
16.5,1.5,3.602342,7.4411273,0,0
17.5,1.5,3.6011345,7.445774,0,0
18.5,1.5,3.6001205,7.4496665,0,0
19.5,1.5,3.5992773,7.4528956,0,0
20.5,1.5,3.598582,7.4555473,0,0
21.5,1.5,3.5980158,7.457697,0,0
22.5,1.5,3.5975595,7.4594197,0,0
23.5,1.5,3.5971959,7.460783,0,0
24.5,1.5,3.5969102,7.4618444,0,0
25.5,1.5,3.5966887,7.462658,0,0
26.5,1.5,3.5965195,7.4632673,0,0
27.5,1.5,3.5963924,7.463713,0,0
28.5,1.5,3.596299,7.4640274,0,0
29.5,1.5,3.5962315,7.464241,0,0
30.5,1.5,3.5961845,7.4643745,0,0
31.5,1.5,3.596153,7.464448,0,0
32.5,1.5,3.5961325,7.464477,0,0
33.5,1.5,3.5961208,7.464473,0,0
34.5,1.5,3.596115,7.4644465,0,0
35.5,1.5,3.5961134,7.464404,0,0
36.5,1.5,3.5961144,7.4643507,0,0
37.5,1.5,3.5961175,7.464289,0,0
38.5,1.5,3.5961223,7.464224,0,0
39.5,1.5,3.5961273,7.4641557,0,0
40.5,1.5,3.5961316,7.4640884,0,0
41.5,1.5,3.5961359,7.464021,0,0
42.5,1.5,3.59614,7.4639544,0,0
43.5,1.5,3.5961432,7.4638915,0,0
44.5,1.5,3.5961459,7.4638295,0,0
45.5,1.5,3.596148,7.4637704,0,0
46.5,1.5,3.5961494,7.4637136,0,0
47.5,1.5,3.59615,7.46366,0,0
48.5,1.5,3.5961497,7.4636083,0,0
49.5,1.5,3.5961492,7.463559,0,0
50.5,1.5,3.596148,7.4635134,0,0
51.5,1.5,3.5961459,7.4634695,0,0
52.5,1.5,3.5961437,7.463428,0,0
53.5,1.5,3.5961409,7.463386,0,0
54.5,1.5,3.596138,7.4633465,0,0
55.5,1.5,3.5961342,7.46331,0,0
56.5,1.5,3.5961306,7.463274,0,0
57.5,1.5,3.5961266,7.4632382,0,0
58.5,1.5,3.5961223,7.4632025,0,0
59.5,1.5,3.5961185,7.4631677,0,0
60.5,1.5,3.5961144,7.4631324,0,0
61.5,1.5,3.5961103,7.463097,0,0
62.5,1.5,3.5961063,7.4630613,0,0
63.5,1.5,3.5961018,7.463026,0,0
64.5,1.5,3.596098,7.4629908,0,0
65.5,1.5,3.596094,7.462958,0,0
66.5,1.5,3.5960896,7.4629235,0,0
67.5,1.5,3.5960853,7.4628887,0,0
68.5,1.5,3.5960813,7.462855,0,0
69.5,1.5,3.596077,7.462819,0,0
70.5,1.5,3.596073,7.462785,0,0
71.5,1.5,3.5960693,7.46275,0,0
72.5,1.5,3.5960658,7.462714,0,0
73.5,1.5,3.596064,7.4626727,0,0
74.5,1.5,3.5960646,7.462622,0,0
75.5,1.5,3.5960698,7.4625535,0,0
76.5,1.5,3.5960855,7.462443,0,0
77.5,1.5,3.596123,7.462248,0,0
78.5,1.5,3.596203,7.4618826,0,0
79.5,1.5,3.5963695,7.461176,0,0
80.5,1.5,3.5967054,7.459802,0,0
81.5,1.5,3.5973737,7.457114,0,0
82.5,1.5,3.5986845,7.4518814,0,0
83.5,1.5,3.6012173,7.441772,0,0
84.5,1.5,3.6060371,7.4224358,0,0
85.5,1.5,3.6150372,7.3859186,0,0
86.5,1.5,3.6314633,7.318013,0,0
87.5,1.5,3.660586,7.19422,0,0
