x,y,height,momentum_x,momentum_y,bathymetry
0.5,0.5,4.412034,3.5244718,0,0
1.5,0.5,4.4021397,3.5815406,0,0
2.5,0.5,4.3924284,3.6373413,0,0
3.5,0.5,4.38292,3.6917682,0,0
4.5,0.5,4.3736377,3.7447,0,0
5.5,0.5,4.3646107,3.7959971,0,0
6.5,0.5,4.3558674,3.8455055,0,0
7.5,0.5,4.34744,3.8930607,0,0
8.5,0.5,4.3393607,3.9384992,0,0
9.5,0.5,4.3316603,3.9816709,0,0
10.5,0.5,4.324368,4.02243,0,0
11.5,0.5,4.3175087,4.060657,0,0
12.5,0.5,4.3111033,4.0962567,0,0
13.5,0.5,4.3051677,4.1291604,0,0
14.5,0.5,4.2997108,4.1593304,0,0
15.5,0.5,4.2947364,4.186767,0,0
16.5,0.5,4.290242,4.211502,0,0
17.5,0.5,4.286217,4.2336016,0,0
18.5,0.5,4.282647,4.2531624,0,0
19.5,0.5,4.2795105,4.2703147,0,0
20.5,0.5,4.2767825,4.285206,0,0
21.5,0.5,4.2744327,4.297999,0,0
22.5,0.5,4.2724304,4.3088794,0,0
23.5,0.5,4.2707415,4.3180275,0,0
24.5,0.5,4.2693334,4.325635,0,0
25.5,0.5,4.268171,4.3318877,0,0
26.5,0.5,4.2672224,4.336963,0,0
27.5,0.5,4.2664576,4.341029,0,0
28.5,0.5,4.265848,4.3442383,0,0
29.5,0.5,4.265369,4.346736,0,0
30.5,0.5,4.264996,4.3486433,0,0
31.5,0.5,4.2647104,4.3500705,0,0
32.5,0.5,4.264495,4.351112,0,0
33.5,0.5,4.264335,4.3518476,0,0
34.5,0.5,4.2642183,4.3523464,0,0
35.5,0.5,4.264136,4.3526616,0,0
36.5,0.5,4.2640777,4.352837,0,0
37.5,0.5,4.2640386,4.3529058,0,0
38.5,0.5,4.264014,4.352894,0,0
39.5,0.5,4.2639995,4.352828,0,0
40.5,0.5,4.263993,4.352722,0,0
41.5,0.5,4.2639904,4.3525896,0,0
42.5,0.5,4.2639914,4.3524423,0,0
43.5,0.5,4.2639947,4.352278,0,0
44.5,0.5,4.264,4.3521075,0,0
45.5,0.5,4.2640057,4.3519344,0,0
46.5,0.5,4.264012,4.351758,0,0
47.5,0.5,4.264019,4.3515797,0,0
48.5,0.5,4.2640266,4.3514028,0,0
49.5,0.5,4.2640347,4.3512278,0,0
50.5,0.5,4.264043,4.351056,0,0
51.5,0.5,4.2640514,4.350886,0,0
52.5,0.5,4.26406,4.3507185,0,0
53.5,0.5,4.264068,4.3505526,0,0
54.5,0.5,4.2640767,4.350386,0,0
