x,y,height,momentum_x,bathymetry
191617.5,2202.5,4433.277,-303.49188,-4432.234
196022.5,2202.5,4602.3945,-205.7827,-4601.8096
200427.5,2202.5,4723.806,-136.33931,-4723.5156
204832.5,2202.5,5063.0005,-91.82036,-5062.865
209237.5,2202.5,5367.2725,-63.70981,-5367.204
213642.5,2202.5,6094.2925,-44.88021,-6094.2495
218047.5,2202.5,6477.566,-31.83402,-6477.54
222452.5,2202.5,6673.9463,-24.569012,-6673.9473
226857.5,2202.5,7045.2427,-25.746494,-7045.2944
231262.5,2202.5,7196.2593,-39.31425,-7196.3984
235667.5,2202.5,7304.509,-69.47657,-7304.7886
240072.5,2202.5,7431.7417,-119.70845,-7432.228
244477.5,2202.5,7785.841,-191.38162,-7786.602
248882.5,2202.5,7485.345,-284.0798,-7486.4497
253287.5,2202.5,7197.8774,-393.77356,-7199.3926
257692.5,2202.5,6938.533,-509.46802,-6940.495
262097.5,2202.5,6765.97,-615.7506,-6768.355
266502.5,2202.5,6780.627,-693.93427,-6783.332
270907.5,2202.5,6549.4272,-726.20654,-6552.2744
275312.5,2202.5,6448.378,-697.3881,-6451.1255
279717.5,2202.5,6272.967,-599.5793,-6275.3354
284122.5,2202.5,6283.5405,-435.82355,-6285.259
288527.5,2202.5,6201.451,-220.51988,-6202.306
292932.5,2202.5,6092.6973,22.735317,-6092.567
297337.5,2202.5,6060.394,262.16306,-6059.2803
301742.5,2202.5,6050.37,465.96585,-6048.412
306147.5,2202.5,6021.2944,608.7043,-6018.741
310552.5,2202.5,5926.5947,675.9782,-5923.756
314957.5,2202.5,5820.0405,667.1278,-5817.231
319362.5,2202.5,5762.1064,595.6694,-5759.59
323767.5,2202.5,5687.4204,485.32507,-5685.364
328172.5,2202.5,5659.8037,362.2662,-5658.265
332577.5,2202.5,5631.6665,248.15857,-5630.611
336982.5,2202.5,5593.6772,156.04045,-5593.013
341387.5,2202.5,5675.2266,90.26751,-5674.8433
345792.5,2202.5,5729.454,48.075874,-5729.2505
350197.5,2202.5,5753.447,23.46428,-5753.3477
354602.5,2202.5,5775.656,10.5128975,-5775.6113
359007.5,2202.5,5806.868,4.3469634,-5806.85
363412.5,2202.5,5821.812,1.6015514,-5821.8057
367817.5,2202.5,5773.2153,0.52338946,-5773.2134
372222.5,2202.5,5761.1553,0.14852765,-5761.155
376627.5,2202.5,5745.94,0.032899335,-5745.94
381032.5,2202.5,5683.08,-0.0013703918,-5683.08
385437.5,2202.5,5635.866,-0.027688716,-5635.866
389842.5,2202.5,5590.1484,-0.031366207,-5590.1484
394247.5,2202.5,5562.0654,-0.05909909,-5562.0654
398652.5,2202.5,5581.6714,-0.032330662,-5581.6714
403057.5,2202.5,5571.904,0.032059133,-5571.904
407462.5,2202.5,5578.0107,0.04987886,-5578.0107
411867.5,2202.5,5591.0254,0.04921292,-5591.0254
416272.5,2202.5,5579.698,0.038466483,-5579.698
420677.5,2202.5,5582.729,0.042891942,-5582.729
425082.5,2202.5,5578.765,0.038635142,-5578.765
429487.5,2202.5,5586.7773,0.007959526,-5586.7773
433892.5,2202.5,5526.108,-0.039844483,-5526.108
438297.5,2202.5,5532.447,-0.06384545,-5532.447
