x,y,height,momentum_x,bathymetry
2202.5,2202.5,20,-3.9373913E-06,-20
6607.5,2202.5,20,-3.9373913E-06,-20
11012.5,2202.5,23.969769,-3.4534119E-06,-23.969769
15417.5,2202.5,45.619434,6.415497E-07,-45.619434
19822.5,2202.5,73.22857,9.307602E-06,-73.22857
24227.5,2202.5,104.20978,4.8048234E-05,-104.20978
28632.5,2202.5,124.16461,3.2713047E-05,-124.16461
33037.5,2202.5,131.71107,1.2985809E-05,-131.71107
37442.5,2202.5,141.12314,-5.897117E-05,-141.12314
41847.5,2202.5,145.93387,-9.549335E-05,-145.93387
46252.5,2202.5,161.87885,-0.00010476757,-161.87885
50657.5,2202.5,187.65663,-0.0001050893,-187.65663
55062.5,2202.5,215.42738,0.00021302403,-215.42738
59467.5,2202.5,253.1698,0.00018647837,-253.1698
63872.5,2202.5,299.87262,0.00026256207,-299.87262
68277.5,2202.5,350.9949,0.0004997087,-350.9949
72682.5,2202.5,420.46564,-9.978394E-07,-420.46564
77087.5,2202.5,483.02777,0.00024195167,-483.02777
81492.5,2202.5,537.9643,0.00080816634,-537.9643
85897.5,2202.5,602.70795,0.0009882131,-602.70795
90302.5,2202.5,695.6091,1.0135438E-05,-695.6091
94707.5,2202.5,744.39355,-2.238572E-05,-744.39355
99112.5,2202.5,837.5585,-0.00028127467,-837.5585
103517.5,2202.5,920.47064,-0.0032085069,-920.47064
107922.5,2202.5,974.73193,-0.002327964,-974.73193
112327.5,2202.5,1008.4943,0.0016374814,-1008.4943
116732.5,2202.5,1006.3572,0.00390009,-1006.3572
121137.5,2202.5,1002.80707,0.00360543,-1002.80707
125542.5,2202.5,920.2085,0.00966873,-920.20856
129947.5,2202.5,882.9958,0.080369115,-882.99664
134352.5,2202.5,1089.7029,0.5798904,-1089.7084
138757.5,2202.5,1215.846,3.1574552,-1215.8744
143162.5,2202.5,1324.8954,13.600485,-1325.0118
147567.5,2202.5,1547.0641,46.6709,-1547.4324
151972.5,2202.5,1932.2434,124.35825,-1933.143
156377.5,2202.5,2307.225,258.57465,-2308.9614
160782.5,2202.5,2660.6248,431.7803,-2663.3494
165187.5,2202.5,3080.5498,591.53595,-3084.0884
169592.5,2202.5,3566.3594,672.99744,-3570.2234
173997.5,2202.5,3885.5925,635.58435,-3889.1611
178402.5,2202.5,4230.321,472.58817,-4232.999
182807.5,2202.5,4388.833,207.65013,-4390.1567
187212.5,2202.5,4418.222,-117.56594,-4417.9194
191617.5,2202.5,4434.156,-450.02448,-4432.234
196022.5,2202.5,4604.9863,-729.3281,-4601.8096
200427.5,2202.5,4727.2783,-909.3626,-4723.5156
204832.5,2202.5,5066.394,-975.54694,-5062.865
209237.5,2202.5,5369.773,-952.14886,-5367.204
213642.5,2202.5,6095.4453,-892.4294,-6094.2495
218047.5,2202.5,6477.2964,-852.93506,-6477.54
222452.5,2202.5,6672.425,-859.6228,-6673.9473
226857.5,2202.5,7042.8115,-902.53314,-7045.2944
231262.5,2202.5,7193.333,-948.98065,-7196.3984
235667.5,2202.5,7301.5166,-959.0456,-7304.7886
240072.5,2202.5,7429.1113,-901.0865,-7432.228
244477.5,2202.5,7783.9663,-761.4885,-7786.602
248882.5,2202.5,7484.5864,-540.62585,-7486.4497
253287.5,2202.5,7198.57,-251.3449,-7199.3926
257692.5,2202.5,6940.892,75.8904,-6940.495
262097.5,2202.5,6769.9985,400.43228,-6768.355
266502.5,2202.5,6786.0522,675.6778,-6783.332
270907.5,2202.5,6555.732,861.80774,-6552.2744
275312.5,2202.5,6454.865,930.7052,-6451.1255
279717.5,2202.5,6278.8755,878.1167,-6275.3354
284122.5,2202.5,6288.212,729.93353,-6285.259
288527.5,2202.5,6204.478,534.25287,-6202.306
292932.5,2202.5,6093.9634,341.90573,-6092.567
297337.5,2202.5,6060.0586,189.97675,-6059.2803
301742.5,2202.5,6048.785,90.91816,-6048.412
306147.5,2202.5,6018.8936,37.040585,-6018.741
310552.5,2202.5,5923.808,12.653022,-5923.756
314957.5,2202.5,5817.2456,3.5587926,-5817.231
319362.5,2202.5,5759.593,0.8006893,-5759.59
323767.5,2202.5,5685.3643,0.16698916,-5685.364
328172.5,2202.5,5658.265,0.03174642,-5658.265
332577.5,2202.5,5630.611,0.006352844,-5630.611
336982.5,2202.5,5593.013,0.022690441,-5593.013
341387.5,2202.5,5674.8433,-0.0003296472,-5674.8433
345792.5,2202.5,5729.2505,0.00039264373,-5729.2505
350197.5,2202.5,5753.3477,0.024601687,-5753.3477
354602.5,2202.5,5775.6113,-0.015929146,-5775.6113
359007.5,2202.5,5806.85,-0.043694764,-5806.85
363412.5,2202.5,5821.8057,-0.017126264,-5821.8057
367817.5,2202.5,5773.2134,0.0097989235,-5773.2134
372222.5,2202.5,5761.155,0.0193067,-5761.155
376627.5,2202.5,5745.94,0.022419961,-5745.94
381032.5,2202.5,5683.08,0.0032919869,-5683.08
385437.5,2202.5,5635.866,-0.020326504,-5635.866
389842.5,2202.5,5590.1484,-0.023306692,-5590.1484
394247.5,2202.5,5562.0654,-0.052928895,-5562.0654
398652.5,2202.5,5581.6714,-0.030755538,-5581.6714
403057.5,2202.5,5571.904,0.02737507,-5571.904
407462.5,2202.5,5578.0107,0.039072026,-5578.0107
411867.5,2202.5,5591.0254,0.034286104,-5591.0254
416272.5,2202.5,5579.698,0.02271119,-5579.698
420677.5,2202.5,5582.729,0.030013785,-5582.729
425082.5,2202.5,5578.765,0.031848826,-5578.765
429487.5,2202.5,5586.7773,0.009241071,-5586.7773
433892.5,2202.5,5526.108,-0.030199312,-5526.108
438297.5,2202.5,5532.447,-0.047341578,-5532.447
